customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
9367-WXLCH,male,0,No,No,8.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,No,Bank transfer (automatic),84.5,662.65,Yes
5524-KHNJP,male,0,Yes,Yes,33.0,Yes,No,dsl,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No
1918-ZBFQJ,female,0,No,No,13.0,Yes,No,fiber optic,No,Yes,Yes,No,No,No,Monthly,Yes,Manual,79.25,1111.65,Yes
1024-GUALD,female,0,Yes,No,1.0,No,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,24.8,24.8,Yes
4827-USJHP,male,0,No,No,20.0,Yes,No,dsl,No,Yes,No,No,No,No,Monthly,Yes,Manual,51.8,1023.85,No
8167-GJLRN,male,0,No,No,3.0,No,No,dsl,No,No,No,Yes,No,No,Monthly,No,Manual,30.4,82.15,No
0956-SYCWG,female,0,No,No,13.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,19.65,244.8,No
8017-UVSZU,female,0,Yes,No,40.0,Yes,Yes,dsl,No,Yes,No,No,No,No,Monthly,No,Credit card (automatic),56.6,2379.1,No
7100-FQPRV,male,0,Yes,Yes,43.0,Yes,Yes,dsl,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No
2472-OVKUP,male,0,Yes,No,6.0,Yes,No,fiber optic,No,Yes,Yes,No,No,Yes,Monthly,Yes,Manual,91.0,531.0,Yes
2984-RGEYA,female,0,Yes,Yes,69.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1375.4,No
9680-NIAUV,female,0,Yes,Yes,72.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No
2146-EGVDT,male,0,Yes,Yes,59.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3,1192.7,No
2604-IJPDU,female,0,Yes,No,20.0,Yes,No,fiber optic,Yes,Yes,No,Yes,Yes,No,Monthly,Yes,Manual,96.55,1901.65,No
9178-JHUVJ,male,0,Yes,Yes,24.0,Yes,Yes,no,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,No
6168-YBYNP,male,0,No,No,59.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Monthly,Yes,Manual,111.35,6519.75,No
7255-SSFBC,male,0,Yes,Yes,72.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No
3645-DEYGF,male,0,No,Yes,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.75,20.75,No
9323-HGFWY,female,0,Yes,No,27.0,Yes,No,fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No
8544-GOQSH,female,0,No,No,14.0,Yes,No,fiber optic,No,Yes,No,Yes,No,No,Monthly,Yes,Credit card (automatic),80.05,1112.3,No
3363-DTIVD,male,0,Yes,Yes,71.0,Yes,Yes,fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Manual,105.55,7405.5,No
7018-WBJNK,male,0,No,Yes,13.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),78.3,1033.95,No
9142-KZXOP,male,0,No,No,44.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Credit card (automatic),68.85,2958.95,No
7674-YTAFD,female,0,No,No,33.0,Yes,No,fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No
6348-SNFUS,male,0,Yes,Yes,72.0,No,No,dsl,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No
1285-OKIPP,male,0,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,Yes,Monthly,No,Manual,79.9,79.9,Yes
7825-ECJRF,female,0,No,No,19.0,Yes,No,fiber optic,Yes,No,Yes,Yes,Yes,Yes,Monthly,Yes,Manual,106.6,1934.45,Yes
1347-KTTTA,male,0,Yes,No,64.0,Yes,No,fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No
7841-TZDMQ,male,0,No,No,2.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),46.0,84.5,Yes
4195-NZGTA,female,0,No,No,1.0,No,No,dsl,No,No,No,No,No,No,Monthly,No,Manual,25.25,25.25,No
7157-SMCFK,male,0,No,Yes,61.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.75,1124.2,No
4709-LKHYG,female,0,Yes,Yes,29.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,20.0,540.05,No
2504-DSHIH,male,1,Yes,No,23.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,No,Manual,86.8,1975.85,No
0699-NDKJM,female,0,Yes,No,57.0,No,No,dsl,Yes,Yes,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),58.75,3437.45,No
9286-BHDQG,male,0,Yes,Yes,72.0,No,No,dsl,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No
0230-WEQUW,male,0,Yes,No,66.0,No,No,dsl,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No
2040-LDIWQ,male,0,Yes,Yes,65.0,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No
6496-JDSSB,female,0,No,No,8.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),80.0,624.6,No
9408-SSNVZ,female,0,No,No,4.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,70.15,268.35,Yes
4443-EMBNA,female,0,Yes,No,71.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.75,1836.9,No
6469-MRVET,male,0,Yes,Yes,1.0,Yes,No,no,No,No,No,No,No,No,One year,Yes,Manual,20.2,20.2,No
0742-MOABM,male,0,Yes,No,4.0,Yes,No,dsl,No,No,No,Yes,No,No,Monthly,No,Manual,50.05,179.35,Yes
5961-VUSRV,female,0,No,No,12.0,Yes,No,no,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.35,219.35,No
6778-JFCMK,male,0,No,No,24.0,No,No,dsl,Yes,No,No,No,Yes,Yes,One year,Yes,Manual,50.6,1288.75,No
6341-JVQGF,female,0,Yes,Yes,31.0,Yes,No,dsl,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Manual,81.15,2545.75,No
2232-DMLXU,female,0,Yes,No,1.0,Yes,No,dsl,No,No,No,No,Yes,No,Monthly,No,Manual,55.2,55.2,Yes
4811-JBUVU,male,0,No,No,30.0,Yes,Yes,fiber optic,No,No,No,Yes,No,Yes,Monthly,Yes,Credit card (automatic),89.9,2723.15,No
0945-TSONX,female,0,Yes,Yes,47.0,Yes,Yes,dsl,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No
2651-ZCBXV,male,0,No,No,54.0,Yes,Yes,fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No
3316-UWXUY,male,0,No,No,50.0,Yes,No,fiber optic,Yes,Yes,No,Yes,No,Yes,Monthly,Yes,Credit card (automatic),93.5,4747.5,No
8937-RDTHP,male,0,No,No,1.0,Yes,No,fiber optic,Yes,No,No,No,No,Yes,Monthly,Yes,Manual,84.6,84.6,Yes
7083-MIOPC,female,0,No,No,72.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,1566.9,No
1984-GPTEH,female,0,No,No,29.0,Yes,Yes,no,No,No,No,No,No,No,Monthly,No,Manual,25.15,702.0,No
1251-KRREG,male,0,No,No,2.0,Yes,Yes,dsl,No,Yes,No,No,No,No,Monthly,Yes,Manual,54.4,114.1,Yes
0621-JFHOL,female,0,No,No,10.0,No,No,dsl,No,No,No,Yes,No,No,Two year,Yes,Manual,29.6,299.05,No
9903-LYSAB,male,0,Yes,No,18.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,73.15,1305.95,No
0094-OIFMO,female,1,No,No,11.0,Yes,No,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,95.0,1120.3,Yes
9227-UAQFT,male,0,No,No,16.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.75,284.35,No
7301-ABVAD,female,0,No,No,72.0,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No
6614-FHDBO,male,0,No,No,72.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No
7576-ASEJU,female,0,Yes,Yes,41.0,Yes,No,dsl,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,No
9058-HRZSV,female,1,Yes,No,65.0,Yes,No,fiber optic,Yes,Yes,Yes,No,No,Yes,Monthly,No,Manual,94.4,6126.15,No
4522-AKYLR,female,1,No,No,13.0,Yes,No,dsl,No,Yes,Yes,No,No,No,Monthly,Yes,Manual,54.8,731.3,No
0221-WMXNQ,male,1,No,No,4.0,Yes,No,fiber optic,Yes,No,No,No,No,No,Monthly,No,Manual,75.35,273.4,No
0303-UNCIP,male,0,No,No,41.0,Yes,Yes,dsl,No,No,Yes,No,No,Yes,One year,No,Manual,65.0,2531.8,No
9947-OTFQU,male,1,No,No,15.0,Yes,No,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Manual,74.4,1074.3,Yes
0322-YINQP,male,0,No,No,1.0,Yes,No,dsl,Yes,No,No,No,No,No,Monthly,Yes,Manual,48.55,48.55,Yes
0959-WHOKV,male,0,No,No,42.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Manual,99.0,4298.45,No
4075-JFPGR,female,0,Yes,No,51.0,Yes,No,fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Manual,93.5,4619.55,No
4629-NRXKX,female,0,Yes,Yes,2.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,70.4,147.15,Yes
9514-JDSKI,male,1,Yes,No,1.0,No,No,dsl,No,Yes,No,No,Yes,No,Monthly,No,Manual,40.2,40.2,Yes
3282-ZISZV,male,0,No,Yes,32.0,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,No
3675-YDUPJ,male,0,No,No,10.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,19.85,193.05,No
4111-BNXIF,female,0,Yes,Yes,67.0,No,No,dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,59.55,4103.9,No
7017-VFHAY,female,0,Yes,Yes,61.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,No
6655-LHBYW,male,0,No,No,50.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,No
4959-JOSRX,female,0,Yes,No,2.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),44.6,80.55,Yes
5046-NUHWD,female,1,Yes,No,29.0,No,No,dsl,Yes,No,Yes,No,No,Yes,Monthly,Yes,Manual,45.0,1228.65,No
7273-TEFQD,male,1,No,No,3.0,No,No,dsl,No,No,Yes,No,No,Yes,Monthly,Yes,Manual,41.15,132.2,Yes
3606-TWKGI,male,1,No,No,13.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Manual,106.9,1364.3,Yes
7529-ZDFXI,male,1,Yes,No,57.0,Yes,Yes,fiber optic,No,Yes,No,No,No,Yes,Monthly,Yes,Manual,89.85,4925.35,No
7605-BDWDC,female,0,No,No,31.0,No,No,dsl,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,No
1950-KSVVJ,female,0,Yes,No,45.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Manual,113.3,5032.25,No
0123-CRBRT,female,0,Yes,Yes,61.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Manual,88.1,5526.75,No
6292-TOSSS,male,0,No,No,50.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.9,1195.25,No
3197-ARFOY,female,1,No,No,19.0,Yes,No,fiber optic,Yes,Yes,No,Yes,Yes,Yes,Monthly,Yes,Manual,105.0,2007.25,No
6323-AYBRX,male,0,No,No,59.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.35,1099.6,Yes
7014-ZZXAW,female,0,Yes,No,71.0,Yes,Yes,no,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.25,1732.95,No
4385-GZQXV,female,1,No,No,16.0,Yes,No,fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Manual,94.45,1511.2,Yes
7633-MVPUY,male,0,Yes,No,57.0,Yes,No,dsl,Yes,Yes,No,Yes,No,No,Two year,Yes,Manual,59.75,3450.15,No
6366-ZGQGL,male,0,No,No,1.0,No,No,dsl,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),24.8,24.8,Yes
4716-HHKQH,male,1,Yes,No,20.0,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,Monthly,No,Manual,107.05,2172.05,No
5940-AHUHD,male,0,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,70.6,70.6,Yes
6432-TWQLB,male,0,Yes,No,5.0,Yes,Yes,fiber optic,No,Yes,No,Yes,No,No,Monthly,Yes,Manual,85.4,401.1,Yes
4484-GLZOU,female,0,Yes,No,52.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Manual,105.05,5624.85,Yes
3179-GBRWV,male,1,Yes,No,21.0,Yes,No,dsl,Yes,Yes,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),64.95,1339.8,No
8645-KWHJO,male,0,No,No,14.0,No,No,dsl,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Manual,55.0,771.95,No
4130-MZLCC,female,0,No,No,5.0,Yes,No,dsl,No,Yes,No,No,No,No,Monthly,No,Bank transfer (automatic),50.55,244.75,No
0314-TKOSI,female,0,No,No,6.0,Yes,No,dsl,Yes,Yes,No,No,No,No,Monthly,No,Manual,55.15,322.9,No
8229-MYEJZ,female,0,No,No,10.0,Yes,No,dsl,No,Yes,No,No,No,No,Monthly,No,Manual,51.2,498.25,No
2080-SRCDE,female,0,No,Yes,1.0,Yes,Yes,no,No,No,No,No,No,No,Monthly,No,Manual,25.4,25.4,No
9577-WJVCQ,female,0,No,No,68.0,Yes,Yes,dsl,Yes,No,No,No,No,No,Monthly,No,Manual,54.45,3687.75,No
9512-UIBFX,male,0,Yes,Yes,18.0,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,No,Manual,95.15,1779.95,Yes
6202-DYYFX,female,0,No,No,22.0,Yes,Yes,fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.6,No
3808-HFKDE,female,0,No,No,20.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,44.35,927.15,No
5583-SXDAG,male,0,Yes,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,70.0,70.0,Yes
3488-PGMQJ,male,1,No,No,8.0,Yes,No,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Manual,74.5,606.55,Yes
3580-REOAC,male,0,No,No,10.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),44.85,435.4,Yes
7534-BFESC,male,1,No,No,24.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,76.1,1712.7,Yes
3727-OWVYD,male,0,No,No,35.0,Yes,No,dsl,Yes,Yes,Yes,No,No,No,One year,No,Manual,61.2,2021.2,No
2294-SALNE,male,0,Yes,Yes,23.0,Yes,No,fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Manual,86.8,1940.8,No
4847-TAJYI,female,1,No,No,6.0,Yes,No,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,89.35,567.8,No
1563-IWQEX,female,0,No,No,12.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,19.7,220.35,No
8203-XJZRC,male,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.25,20.25,No
6556-DBKZF,female,0,Yes,Yes,71.0,Yes,No,fiber optic,No,No,Yes,No,No,No,Two year,No,Manual,76.05,5436.45,No
6851-WEFYX,male,1,Yes,No,35.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,100.8,3437.5,No
2985-JUUBZ,male,0,Yes,Yes,40.0,Yes,Yes,dsl,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,74.55,3015.75,No
6390-DSAZX,female,0,No,Yes,1.0,Yes,No,fiber optic,Yes,No,No,No,No,No,Monthly,Yes,Manual,73.6,73.6,Yes
0895-LMRSF,male,0,No,No,23.0,Yes,No,dsl,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,No
8098-LLAZX,female,1,No,No,4.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,95.45,396.1,Yes
8266-VBFQL,male,0,No,No,4.0,Yes,No,fiber optic,No,No,Yes,Yes,No,Yes,Monthly,Yes,Manual,90.4,356.65,No
8181-YHCMF,female,0,Yes,Yes,68.0,No,No,dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,No
2240-HSJQD,male,0,No,Yes,38.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Manual,81.85,3141.7,No
1248-DYXUB,male,0,Yes,Yes,52.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Manual,24.8,1229.1,No
0265-EDXBD,male,1,Yes,No,32.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,74.9,2303.35,Yes
4115-BNPJY,male,0,Yes,Yes,29.0,Yes,No,dsl,No,No,Yes,Yes,Yes,Yes,Two year,No,Manual,75.55,2054.4,No
3167-SNQPL,male,1,Yes,Yes,38.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,No,Manual,101.15,3741.85,No
4091-TVOCN,male,0,No,Yes,48.0,Yes,Yes,dsl,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,No
1098-TDVUQ,female,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),19.25,19.25,No
7277-OZCGZ,female,0,No,No,22.0,Yes,No,fiber optic,Yes,No,No,Yes,No,Yes,Monthly,Yes,Manual,89.05,1886.25,No
1557-EMYVT,female,0,No,No,43.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No
2799-ARNLO,female,1,Yes,No,5.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.35,341.6,No
7563-BIUPC,male,0,No,No,5.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,80.6,415.55,Yes
5027-YOCXN,male,0,Yes,Yes,51.0,Yes,Yes,fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,No
3973-SKMLN,male,0,No,No,71.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.9,1355.1,No
2321-OMBXY,female,0,Yes,Yes,38.0,Yes,No,dsl,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,Yes
2840-XANRC,male,1,Yes,No,24.0,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,93.15,2231.05,Yes
6745-JEFZB,male,0,Yes,No,35.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Credit card (automatic),91.5,3236.35,No
5020-ZSTTY,female,1,No,No,54.0,Yes,Yes,dsl,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes
9880-TDQAC,female,0,Yes,Yes,72.0,No,No,dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,60.0,4264.0,No
8705-WZCYL,male,0,No,No,1.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,44.8,44.8,No
7102-JJVTX,female,0,Yes,Yes,9.0,Yes,No,dsl,Yes,No,No,No,No,No,One year,No,Manual,48.6,422.3,No
8626-PTQGE,male,0,No,No,69.0,No,No,dsl,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No
4983-CLMLV,female,0,Yes,No,52.0,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),102.7,5138.1,No
5701-YVSVF,female,1,Yes,No,11.0,Yes,No,fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Manual,82.9,880.05,No
5804-LEPIM,female,1,No,No,2.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,70.35,139.05,Yes
5697-GOMBF,female,1,Yes,Yes,28.0,No,No,dsl,No,No,No,No,Yes,No,Monthly,Yes,Manual,35.9,973.65,No
2739-CACDQ,female,1,No,No,17.0,Yes,Yes,fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),82.65,1470.05,No
9385-EHGDO,female,0,Yes,Yes,35.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Manual,19.85,739.35,No
9498-FIMXL,female,0,No,No,8.0,Yes,No,no,No,No,No,No,No,No,One year,Yes,Manual,19.2,161.95,No
2379-GYFLQ,male,0,No,No,46.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,No
0122-OAHPZ,female,0,No,No,7.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,73.85,511.25,Yes
2868-SNELZ,female,0,No,No,2.0,Yes,Yes,fiber optic,No,No,Yes,No,No,No,Monthly,No,Manual,80.6,155.8,Yes
4322-RCYMT,male,0,Yes,Yes,68.0,Yes,Yes,dsl,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes
6680-NENYN,female,0,No,No,43.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Manual,104.6,4759.85,Yes
2088-IEBAU,female,0,No,No,68.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,88.15,6148.45,No
7982-VCELR,female,0,No,No,36.0,Yes,No,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),94.8,3565.65,No
1343-EHPYB,male,0,Yes,No,63.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Manual,103.4,6603.0,Yes
6035-BXTTY,female,1,No,No,32.0,Yes,No,dsl,No,Yes,No,Yes,No,No,Monthly,No,Bank transfer (automatic),54.65,1830.1,No
6885-PKOAM,female,0,Yes,No,71.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No
7520-HQWJU,female,0,Yes,Yes,66.0,Yes,Yes,dsl,Yes,Yes,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),67.45,4508.65,No
9639-BUJXT,male,0,No,No,63.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,20.5,1328.15,No
5924-SNGKP,female,0,No,Yes,41.0,Yes,No,no,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.25,865.0,No
0021-IKXGC,female,1,No,No,1.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,72.1,72.1,No
2034-GDRCN,female,0,No,No,2.0,Yes,No,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,90.4,168.2,Yes
8966-SNIZF,female,0,Yes,No,70.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.45,1303.5,No
6243-OZGFH,female,0,No,No,23.0,No,No,dsl,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,44.95,996.85,No
4654-DLAMQ,female,1,Yes,No,64.0,Yes,No,fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,No
0513-RBGPE,male,0,Yes,Yes,37.0,Yes,Yes,dsl,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,No
5160-UXJED,male,0,No,Yes,17.0,Yes,No,dsl,No,No,No,No,No,No,One year,No,Manual,44.6,681.4,No
4115-NZRKS,female,1,No,No,7.0,Yes,No,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,89.15,574.35,No
0219-YTZUE,male,0,Yes,Yes,4.0,Yes,Yes,fiber optic,No,Yes,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),84.8,371.9,Yes
0623-IIHUG,female,1,No,No,21.0,No,No,dsl,Yes,No,No,No,Yes,No,Monthly,Yes,Manual,41.9,840.1,Yes
4572-DVCGN,female,0,No,No,10.0,Yes,No,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),80.25,846.0,Yes
3351-NGXYI,female,1,No,No,16.0,Yes,Yes,dsl,Yes,No,No,No,No,No,Monthly,Yes,Manual,54.1,889.0,No
8984-EYLLL,male,0,Yes,No,64.0,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Manual,105.25,6823.4,No
9057-MSWCO,male,1,Yes,No,27.0,No,No,dsl,Yes,No,No,No,No,No,Monthly,No,Credit card (automatic),30.75,805.1,Yes
9833-TGFHX,male,0,Yes,Yes,42.0,Yes,Yes,fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Manual,97.1,4016.75,No
9294-TDIPC,male,0,No,Yes,5.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.2,83.75,No
5229-DTFYB,female,0,No,No,41.0,Yes,No,fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No
0104-PPXDV,male,0,Yes,No,58.0,Yes,No,dsl,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,No
5176-LMJXE,female,0,No,No,47.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Manual,20.55,945.7,No
3583-KRKMD,male,0,No,No,18.0,Yes,No,fiber optic,No,No,No,Yes,No,No,Monthly,Yes,Bank transfer (automatic),75.9,1373.05,No
1010-DIAUQ,male,0,No,No,5.0,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,No,Bank transfer (automatic),96.5,492.55,Yes
9069-LGEUL,male,0,Yes,No,23.0,Yes,No,dsl,Yes,No,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),59.95,1406.0,No
